name,developer,date,platform,total_sales,NA_sales,PAL_sales,japan_sales,other_sales
Death Rally (Remake),Unknown,03rd Aug 12,PC,,,,,
Imagine: Salon Stylist,Playbox Limited,29th Sep 09,DS,0.37m,0.23m,0.11m,,0.03m
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,ChunSoft,27th Sep 00,N64,0.37m,,,0.32m,0.05m
Naruto: Ultimate Ninja Heroes,CyberConnect2,28th Aug 07,PSP,0.26m,0.26m,0.00m,,
Phantasy Star Portable 2: Infinity,Alfa System,24th Feb 11,PSP,0.37m,,,0.37m,
Scooby-Doo! Classic Creep Capers,Terraglyph Interactive Studios,04th Dec 00,N64,0.37m,0.30m,0.06m,,0.00m
SD Gundam G Generation Wars,Tom Create,06th Aug 09,All,,,,,
Shovel Knight,Yacht Club Games,09th Apr 19,NS,,,,,
Super Street Fighter IV: Arcade Edition,Capcom / Dimps Corporation,28th Jun 11,X360,0.19m,0.12m,0.03m,0.03m,0.01m
The World Ends With You,Square Enix,21st Apr 08,DS,0.78m,0.49m,0.04m,0.21m,0.04m
Turok: Rage Wars,Acclaim Studios Austin,23rd Nov 99,N64,0.37m,0.30m,0.06m,,0.00m
Dragonfire,Imagic,01st Jan 82,2600,0.37m,0.35m,0.02m,,0.00m
Custom Robo,Noise Inc.,10th May 04,GC,0.37m,0.29m,0.07m,,0.01m
Yakuza: Kiwami 2,Sega,28th Aug 18,PS4,0.37m,0.08m,0.06m,0.19m,0.03m
Shin Megami Tensei IV: Apocalypse,Atlus,20th Sep 16,3DS,0.37m,0.15m,0.05m,0.16m,0.02m
Vampyr,DONTNOD Entertainment,05th Jun 18,PS4,0.37m,0.12m,0.19m,,0.06m
Juiced 2: Hot Import Nights,Juice Games,08th Oct 07,PSP,0.37m,0.06m,0.20m,,0.11m
Long Live The Queen,Unknown,08th Nov 13,PC,,,,,
Defiance,Trion Worlds,02nd Apr 13,PS3,0.37m,0.19m,0.12m,,0.06m
Planet Explorers,Pathea Games,,PC,,,,,
Dungeon Siege III,Obsidian Entertainment,21st Jun 11,X360,0.37m,0.21m,0.12m,0.01m,0.03m
Need for Speed: Hot Pursuit,Criterion Games,16th Nov 10,PC,0.37m,0.12m,0.20m,,0.05m
Virtua Tennis 2009,Sumo Digital,09th Jun 09,Wii,0.37m,0.12m,0.21m,,0.04m
Pac-Man World 2,Namco,19th Mar 02,GC,0.37m,0.28m,0.07m,,0.01m
Kotoba no Puzzle: Mojipittan DS,Bandai Namco Games,15th Mar 07,DS,0.37m,,,0.37m,
Tomb Raider: Legend,Crystal Dynamics,11th Apr 06,X360,0.37m,0.27m,0.07m,0.01m,0.03m
Clustertruck,Landfall,27th Sep 16,PC,,,,,
Overlord: Dark Legend,Climax Group,23rd Jun 09,Wii,0.37m,0.11m,0.22m,,0.04m
WWE 2K17,Yuke's,11th Oct 16,PS3,0.37m,0.11m,0.19m,,0.06m
Hell's Kitchen: The Game,Ludia Inc.,09th Sep 08,DS,0.37m,0.34m,0.00m,,0.03m
The BIGS,Blue Castle Games,25th Jun 07,Wii,0.37m,0.34m,0.00m,,0.03m
Barbie Horse Adventures: Blue Ribbon Race,Mobius Entertainment,17th Sep 03,GBA,0.37m,0.26m,0.10m,,0.01m
The Legend of Spyro: A New Beginning,Amaze Entertainment,17th Oct 06,DS,0.37m,0.33m,0.01m,,0.03m
Rune Factory: Frontier,Neverland Company,17th Mar 09,Wii,0.37m,0.16m,0.13m,0.04m,0.03m
Dawn of Discovery,Related Designs,25th Jun 09,PC,0.37m,,0.32m,,0.05m
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,TOSE Software,14th Nov 03,GBA,0.37m,,,0.36m,0.01m
Party Hard,TinyBuild Games,,PC,,,,,
The Legend of Spyro: The Eternal Night,Amaze Entertainment,02nd Oct 07,DS,0.37m,0.32m,0.02m,,0.03m
Rage,id Software,04th Oct 11,PC,0.37m,0.14m,0.18m,,0.05m
Harry Potter and the Order of the Phoenix,EA UK,25th Jun 07,PSP,0.37m,0.10m,0.17m,,0.10m
NFL Street 2 Unleashed,EA Tiburon,21st Mar 05,PSP,0.37m,0.34m,,,0.03m
Super Robot Taisen EX,WinkySoft,25th Mar 94,SNES,0.37m,,,0.37m,
SteamWorld Dig: A Fistful of Dirt,Image & Form Games,05th Dec 13,PC,,,,,
Sonic Lost World,Sonic Team,29th Oct 13,WiiU,0.37m,0.20m,0.13m,0.01m,0.03m
FIFA Street 2,EA Canada,28th Feb 06,PS2,0.37m,0.17m,0.13m,0.02m,0.04m
Mini Ninjas,IO Interactive,08th Sep 09,Wii,0.37m,0.16m,0.17m,,0.04m
Fragile Dreams: Farewell Ruins of the Moon,Tri-Crescendo,16th Mar 10,Wii,0.37m,0.16m,0.12m,0.06m,0.03m
Naruto Shippuden: Ninja Destiny 2,Dream Factory,15th Sep 09,DS,0.37m,0.19m,0.03m,0.13m,0.02m
The House of the Dead: Overkill - Extended Cut,Headstrong Games,25th Oct 11,PS3,0.37m,0.15m,0.16m,,0.05m
Bottom of the 9th,Konami Computer Entertainment Osaka,14th Apr 99,N64,0.37m,0.37m,,,0.00m
Dreamworks Madagascar Kartz,Virtuos,27th Oct 09,DS,0.37m,0.25m,0.08m,,0.03m
Shin Megami Tensei II,Atlus Co.,18th Apr 94,SNES,0.37m,,,0.37m,0.00m
Rise of the Tomb Raider,Crystal Dynamics,10th Nov 15,X360,0.37m,0.21m,0.12m,,0.03m
Wanted: Weapons of Fate,GRIN,24th Mar 09,X360,0.37m,0.17m,0.15m,0.00m,0.04m
Virtua Fighter 3tb,Sega,18th Oct 99,DC,0.37m,,,0.37m,0.00m
Princess.Loot.Pixel.Again,EfimovMax,,PC,,,,,
Mini-Yonku GB: Let's & Go!!,Jupiter Multimedia,23rd May 97,GB,0.37m,,,0.37m,0.00m
Marvel: Ultimate Alliance,Vicarious Visions,24th Oct 06,PSP,0.37m,0.33m,0.00m,,0.03m
Castlevania: Order of Ecclesia,Konami,21st Oct 08,DS,0.37m,0.27m,0.03m,0.04m,0.03m
Green Day: Rock Band,Harmonix Music Systems,08th Jun 10,Wii,0.37m,0.22m,0.12m,,0.03m
"999: Nine Hours, Nine Persons, Nine Doors",Spike,16th Nov 10,DS,0.37m,0.31m,,0.03m,0.02m
NCAA Football 07,EA Sports,18th Jul 06,PSP,0.37m,0.34m,,,0.03m
The Sims 2: Castaway,Maxis,22nd Oct 07,PS2,0.37m,0.30m,0.01m,,0.05m
Destiny 2: Forsaken,Bungie,04th Sep 18,PS4,0.36m,0.19m,0.11m,,0.06m
SAW,Zombie Studios,06th Oct 09,PS3,0.36m,0.13m,0.17m,,0.06m
NBA Live 2003,EA Canada,08th Oct 02,XB,0.36m,0.31m,0.04m,,0.01m
GoldenEye: Rogue Agent,Dreamworks Games,22nd Nov 04,GC,0.36m,0.28m,0.07m,,0.01m
Medieval II: Total War Gold Edition,The Creative Assembly,05th Feb 08,PC,0.36m,,0.34m,,0.03m
ESPN: Sports Connection,Ubisoft Barcelona,18th Nov 12,WiiU,0.36m,0.20m,0.13m,,0.03m
Zero4 Champ RR,Media Rings,22nd Jul 94,SNES,0.36m,,,0.36m,
Build-A-Bear Workshop: A Friend Fur All Seasons,Neko Entertainment,21st Oct 08,Wii,0.36m,0.33m,0.00m,,0.03m
Dragon Ball Z: Infinite World,Dimps Corporation,04th Nov 08,PS2,0.36m,0.08m,0.06m,0.21m,0.02m
Okami HD,Clover Studio,12th Dec 17,PS4,0.36m,0.16m,0.12m,0.03m,0.06m
Grey Goo,Petroglyph Games,23rd Jan 15,PC,,,,,
Need for Speed: The Run,EA Black Box,15th Nov 11,PC,0.36m,0.09m,0.21m,,0.07m
Nonomura Byoin no Hitobito,Elf,26th Apr 96,SAT,0.36m,,,0.36m,0.00m
ESPN X Games Skateboarding,Konami Computer Entertainment Osaka,13th Aug 01,PS2,0.36m,0.18m,0.14m,,0.05m
Dynasty Warriors 8: Xtreme Legends,Koei Tecmo Games,,PC,,,,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,CyberConnect2,01st Oct 14,PC,0.00m,,0.00m,,0.00m
F1 2012,Codemasters Birmingham,18th Sep 12,PC,0.14m,0.01m,0.11m,,0.01m
Tekken Hybrid,Namco Bandai Games,22nd Nov 11,PS3,0.36m,0.21m,0.07m,0.04m,0.04m
Super Fire ProWrestling Special,Human Club,22nd Dec 94,SNES,0.36m,,,0.36m,
War for the Overworld,Unknown,02nd Apr 15,PC,0.02m,,0.01m,,0.00m
Yuu Yuu Hakusho,Namco,22nd Dec 93,SNES,0.36m,,,0.36m,0.00m
Tom Clancy's HAWX 2,Ubisoft Bucharest,07th Sep 10,X360,0.36m,0.24m,0.09m,0.01m,0.03m
Kamaitachi no Yoru 2,ChunSoft,18th Jul 02,PS2,0.36m,,,0.36m,
High Heat Major League Baseball 2004,3DO,20th Feb 03,PS2,0.36m,0.18m,0.14m,,0.05m
Robots,Eurocom Entertainment Software,24th Feb 05,PS2,0.36m,0.18m,0.14m,,0.05m
NARC,Point of View,22nd Mar 05,PS2,0.36m,0.18m,0.14m,,0.05m
One Piece: Gigant Battle!,Ganbarion,09th Sep 10,DS,0.36m,,,0.36m,
Sniper: Ghost Warrior 3,City Interactive,25th Apr 17,PS4,0.36m,0.14m,0.15m,0.03m,0.06m
My Horse & Me,Mistic Software,05th Feb 08,DS,0.36m,0.33m,0.00m,,0.03m
Monster Rancher 3,Tecmo,24th Sep 01,PS2,0.36m,0.11m,0.09m,0.14m,0.03m
The Incredibles: Rise of the Underminer,Heavy Iron Studios,01st Nov 05,PS2,0.36m,0.18m,0.14m,,0.05m
MechWarrior 2: 31st Century Combat,Quantum Factory,28th Feb 97,PS,0.36m,0.20m,0.14m,,0.02m
Marvel Super Hero Squad,Blue Tongue,20th Oct 09,Wii,0.36m,0.30m,0.03m,,0.03m
The Chronicles of Narnia: Prince Caspian,Traveller's Tales,15th May 08,Wii,0.36m,0.31m,0.02m,,0.03m
Hamtaro: Ham-Ham Heartbreak,Nintendo,08th Apr 03,GBA,0.36m,0.26m,0.10m,,0.01m
Left 4 Dead 2,Certain Affinity / Valve Software,17th Nov 09,PC,0.36m,,0.32m,,0.04m
Just Dance 2016,Ubisoft Paris,20th Oct 15,X360,0.36m,0.26m,0.06m,,0.04m
LocoRoco 2,SCE Japan Studio,10th Feb 09,PSP,0.36m,0.21m,0.09m,0.01m,0.05m
Okage: Shadow King,Zener Works,01st Oct 01,PS2,0.36m,0.14m,0.11m,0.08m,0.04m
Planetbase,Madruga Works,,PC,,,,,
Mobile Suit Z-Gundam,Bandai,11th Dec 97,PS,0.36m,,,0.34m,0.02m
Cubix Robots for Everyone: Clash 'n' Bash,Blitz Games,24th Jun 02,GBA,0.36m,0.26m,0.10m,,0.01m
BlazBlue: Calamity Trigger,Arc System Works,30th Jun 09,X360,0.36m,0.21m,0.08m,0.04m,0.03m
Cossacks 3,GSC Game World,20th Sep 16,PC,0.02m,,0.02m,,0.00m
The Wonderful 101,PlatinumGames,15th Sep 13,WiiU,0.36m,0.15m,0.11m,0.08m,0.02m
Fist of The North Star: Lost Paradise,Sega,02nd Oct 18,PS4,0.36m,0.09m,0.05m,0.18m,0.03m
No Time To Explain Remastered,TinyBuild Games,,PC,,,,,
Kirby's Dream Land 3,HAL Laboratory,27th Nov 97,SNES,0.36m,,,0.36m,0.00m
Big Bass World Championship,Unknown,27th Mar 97,PS,0.36m,0.20m,0.14m,,0.02m
NFL GameDay 2001,989 Sports,13th Nov 00,PS2,0.36m,0.18m,0.14m,,0.05m
Tiny and Big: Grandpa's Leftovers,Black Pants Studio,,PC,,,,,
NBA 2K6,Unknown,26th Sep 05,XB,0.36m,0.27m,0.08m,,0.01m
Atelier Ryza 2: Lost Legends & the Secret Fairy,Gust,26th Jan 21,All,,,,,
Jurassic Park,Ocean,01st Jun 93,NES,0.36m,0.25m,0.10m,,0.01m
Mystical Ninja starring Goemon,Konami Computer Entertainment Osaka,16th Apr 98,N64,0.36m,0.07m,0.02m,0.23m,0.04m
Saban's Power Rangers: Lightspeed Rescue,Mass Media,28th Sep 00,N64,0.36m,0.29m,0.06m,,0.00m
Tetrisphere,H2O Interactive,11th Aug 97,N64,0.36m,0.29m,0.06m,,0.00m
Organ Trail,The Men Who Wear Many Hats LLC,,PC,,,,,
Toukiden,Omega Force,11th Feb 14,PSV,0.36m,0.04m,0.05m,0.25m,0.03m
TMNT,Ubisoft Montreal,20th Mar 07,Wii,0.36m,0.30m,0.03m,,0.03m
The Last Hope,Atomic Fabrik,,PC,,,,,
Assassin's Creed III,Ubisoft Montreal,18th Nov 12,WiiU,0.36m,0.19m,0.14m,,0.03m
North American Hunting Extravaganza,Arcade Moon,15th Oct 08,Wii,0.36m,0.33m,0.00m,,0.03m
World's Scariest Police Chases,UDS,21st May 01,PS,0.36m,0.20m,0.14m,,0.02m
Shaun Palmer's Pro Snowboarder,Natsume,27th Nov 01,GBA,0.36m,0.26m,0.10m,,0.01m
Tiger Woods PGA Tour 09,EA Tiburon,26th Aug 08,PSP,0.36m,0.07m,0.19m,,0.10m
Nintendo Labo: Toy-Con 02 Robot Kit,Nintendo EPD,20th Apr 18,NS,0.36m,0.18m,0.08m,0.08m,0.03m
MechAssault 2: Lone Wolf,Day 1 Studios,28th Dec 04,XB,0.36m,0.27m,0.08m,,0.01m
Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,Unknown,05th Mar 13,PC,,,,,
Hamster Club 3,Jorudan,29th Mar 02,GBA,0.36m,,,0.35m,0.01m
Breath of Fire II,Capcom,01st Dec 95,SNES,0.36m,,,0.36m,
LEGO Racers,High Voltage Software,17th Dec 99,PS,0.36m,0.20m,0.14m,,0.02m
Spider-Man: Shattered Dimensions,Beenox Studios,07th Sep 10,X360,0.36m,0.24m,0.09m,,0.03m
ESPN NFL Football,Visual Concepts,03rd Sep 03,XB,0.36m,0.27m,0.08m,,0.01m
ATV/Monster Truck Mayhem,Destination,15th Jul 07,DS,0.36m,0.33m,,,0.02m
Digging for Dinosaurs,CokeM Interactive,26th Oct 10,DS,0.36m,0.33m,,,0.03m
Rapala Pro Fishing,Sand Grain Studios,31st Aug 04,PS2,0.36m,0.18m,0.14m,,0.05m
Tiger Woods PGA Tour 14,EA Tiburon,26th Mar 13,X360,0.36m,0.21m,0.12m,,0.03m
J-League Pro Soccer Club o Tsukurou '04,Smilebit,24th Jun 04,PS2,0.36m,,,0.36m,
Dai-2-Ji Super Robot Taisen Z Saisei-hen,Banpresto,05th Apr 12,PSP,0.36m,,,0.36m,
Disney's The Haunted Mansion,High Voltage Software,14th Oct 03,PS2,0.36m,0.18m,0.14m,,0.05m
Arc the Lad: Twilight of the Spirits,Cattle Call,25th Jun 03,PS2,0.36m,0.18m,0.14m,,0.05m
Dance Dance Revolution 3rdMix,KCET,01st Jun 00,PS,0.36m,,,0.33m,0.02m
Sentouchu: Densetsu no Shinobi to Survival Battle!,Bandai Namco Games,17th Oct 13,3DS,0.36m,,,0.36m,
Super Robot Taisen A,Banpresto,21st Sep 01,GBA,0.36m,,,0.35m,0.01m
Earth Defense Force 2025,Sandlot,18th Feb 14,PS3,0.36m,0.04m,0.03m,0.27m,0.01m
Mega Man 11,Capcom,02nd Oct 18,NS,0.36m,0.29m,,0.03m,0.03m
LEGO Pirates of the Caribbean: The Video Game,Traveller's Tales,10th May 11,PSP,0.36m,0.12m,0.15m,,0.08m
G-Force,Keen Games,21st Jul 09,PSP,0.36m,0.24m,0.07m,,0.05m
Boxer's Road,New Corporation,08th Sep 95,PS,0.36m,,,0.33m,0.02m
Frogs And Flies,Mattel,01st Jan 82,2600,0.36m,0.33m,0.02m,,0.00m
Harry Potter and the Chamber of Secrets,Eurocom Entertainment Software,14th Nov 02,XB,0.36m,0.27m,0.08m,,0.01m
Toriko: Gourmet Survival!,Namco Bandai Games,04th Aug 11,PSP,0.36m,,,0.36m,
South Park Rally,Tantalus Interactive,30th Nov 99,PS,0.36m,0.20m,0.13m,,0.02m
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,Konami,16th Dec 94,SNES,0.36m,,,0.36m,
SOCOM: Tactical Strike,Slant Six,06th Nov 07,PSP,0.36m,0.32m,0.01m,,0.03m
Arctic Thunder,Inland Productions,17th Sep 01,PS2,0.36m,0.17m,0.14m,,0.05m
Windward,Tasharen Entertainment Inc.,,PC,,,,,
NHL 2K10,Visual Concepts,15th Sep 09,PS2,0.36m,0.17m,0.14m,,0.05m
Wonder Pets! Save the Animals!,Black Lantern Studios,27th Oct 08,DS,0.36m,0.33m,0.00m,,0.02m
Really Big Sky,Boss Baddie,,PC,,,,,
Kinectimals: Now with Bears!,Frontier Developments,11th Oct 11,X360,0.36m,0.27m,0.06m,,0.03m
Harvest Moon: The Tale of Two Towns,Marvelous Interactive,01st Nov 11,3DS,0.36m,0.28m,0.00m,0.05m,0.02m
J-League Pro Soccer Club o Tsukurou!,Smilebit,30th Sep 99,DC,0.36m,,,0.36m,0.00m
Sword Art Online: Lost Song,Namco Bandai Games,17th Nov 15,PS4,0.36m,0.19m,0.11m,,0.06m
Formula 1 Championship Edition,Bizarre Creations,30th Sep 97,PS,0.36m,0.06m,0.04m,0.23m,0.02m
Trauma Center: Under the Knife,Atlus Co.,04th Oct 05,DS,0.36m,0.30m,0.01m,0.02m,0.03m
Shrek,Digital Illusions,14th Nov 01,XB,0.36m,0.25m,0.10m,,0.01m
Hello Neighbor,Dynamic Pixels,27th Jul 18,PS4,0.35m,0.13m,0.16m,,0.06m
Football Manager Handheld 2010,Sports Interactive,30th Oct 09,PSP,0.35m,,0.27m,,0.09m
Dark Void,Airtight Games,19th Jan 10,PS3,0.35m,0.18m,0.12m,,0.05m
NBA 2K17,Visual Concepts,16th Sep 16,X360,0.35m,0.26m,0.06m,,0.04m
Blasto,Unknown,01st Apr 98,PS,0.35m,0.20m,0.13m,,0.02m
U-Sing,Mindscape Inc.,06th Nov 09,Wii,0.35m,,0.32m,,0.03m
Backyard Baseball 2006,Game Brains,16th Mar 05,GBA,0.35m,0.25m,0.09m,,0.01m
The Sims 4: City Living,Maxis,01st Nov 16,PC,0.35m,0.03m,0.30m,,0.02m
Press Your Luck 2010 Edition,Ludia Inc.,27th Oct 09,Wii,0.35m,0.33m,,,0.03m
Disney Infinity,Altron,18th Aug 13,3DS,0.35m,0.22m,0.11m,,0.03m
Guitar Hero: Smash Hits,Neversoft Entertainment,16th Jun 09,PS3,0.35m,0.20m,0.11m,,0.05m
Cabela's Outdoor Adventures (2006),Sand Grain Studios,14th Sep 05,PS2,0.35m,0.17m,0.14m,,0.05m
Slender: The Arrival,Unknown,26th Mar 13,PC,,,,,
Nicktoons: Unite!,Blue Tongue,27th Oct 05,GC,0.35m,0.27m,0.07m,,0.01m
Bloons TD 5,Ninja Kiwi,,PC,,,,,
Suikoden V,Hudson Soft,21st Mar 06,PS2,0.35m,0.08m,0.06m,0.19m,0.02m
Picross 2,Jupiter Multimedia,19th Oct 96,GB,0.35m,,,0.35m,0.00m
Metro: Last Light,4a-games,14th May 13,X360,0.35m,0.17m,0.15m,0.00m,0.03m
Outlaw Golf 2,Hypnotix,25th Nov 04,PS2,0.35m,0.17m,0.14m,,0.05m
Momotarou Dentetsu 12,Hudson Soft,11th Dec 03,PS2,0.35m,,,0.35m,
Skylanders SWAP Force,Unknown,22nd Nov 13,XOne,0.35m,0.25m,0.07m,,0.03m
Worms: Open Warfare 2,Team17 Software / Two Tribes,04th Sep 07,DS,0.35m,0.07m,0.24m,,0.04m
Call of Duty: Ghosts,Infinity Ward,05th Nov 13,WiiU,0.35m,0.22m,0.09m,0.01m,0.03m
Halo: Spartan Assault,Vanguard Games,18th Jul 13,PC,,,,,
Dragon Ball Z: Extreme Butoden,Arc System Works,20th Oct 15,3DS,0.35m,0.13m,0.03m,0.17m,0.02m
Batman: Rise of Sin Tzu,Ubisoft Montreal,16th Oct 03,PS2,0.35m,0.17m,0.13m,,0.05m
Disney's Tarzan: Return to the Jungle,Digital Eclipse,14th Sep 02,GBA,0.35m,0.25m,0.09m,,0.01m
Cabela's Dangerous Hunts,FUN Labs,11th Nov 03,XB,0.35m,0.26m,0.08m,,0.01m
AMF Bowling World Lanes,Vir2L Studios,25th Nov 08,Wii,0.35m,0.33m,,,0.03m
Timberman,Digital Melody,,PC,,,,,
Toki Tori,Two Tribes,29th Jan 10,PC,,,,,
Jikkyou Powerful Pro Yakyuu 13,PawaPuro Production,13th Jul 06,PS2,0.35m,,,0.35m,
NHL 2K10,Visual Concepts,15th Sep 09,Wii,0.35m,0.32m,0.01m,,0.03m
Mega Man X3,Capcom,30th Nov 95,SNES,0.35m,0.04m,0.01m,0.30m,
House Flipper,Empyrean,,PC,,,,,
Stunt Race FX,Argonaut Games,01st Jan 94,SNES,0.35m,,,0.35m,
Command & Conquer: Red Alert 3 Ultimate Edition,EA Los Angeles,23rd Mar 09,PS3,0.35m,0.14m,0.16m,,0.06m
Bloody Roar 3,Eighting / Raizing,25th Jun 01,PS2,0.35m,0.15m,0.11m,0.05m,0.04m
WWE Crush Hour,Pacific Coast Power & Light,17th Mar 03,PS2,0.35m,0.17m,0.13m,,0.04m
CSI: Deadly Intent - The Hidden Cases,Other Ocean Interactive,27th Oct 09,DS,0.35m,0.16m,0.16m,,0.04m
EA Sports MMA,EA Tiburon,19th Oct 10,X360,0.35m,0.23m,0.09m,,0.03m
Persona 2: Eternal Punishment,Atlus Co.,22nd Dec 00,PS,0.35m,0.03m,0.02m,0.28m,0.02m
Teenage Mutant Ninja Turtles: Smash-Up,Game Arts,22nd Sep 09,Wii,0.35m,0.33m,0.00m,,0.03m
Transformers: Dark of the Moon,High Moon Studios,14th Jun 11,PS3,0.35m,0.11m,0.18m,,0.06m
Star Wars: Flight of the Falcon,Pocket Studios,18th Nov 03,GBA,0.35m,0.25m,0.09m,,0.01m
Dead or Alive 5 Last Round,Team Ninja,17th Feb 15,PS4,0.35m,0.09m,0.13m,0.09m,0.04m
Metal Gear Solid: The Twin Snakes,Silicon Knights,09th Mar 04,GC,0.47m,0.30m,0.08m,0.07m,0.01m
Titan Souls,Acid Nerve,14th Apr 15,PC,,,,,
Aces of the Pacific,"Dynamix, Inc.",01st Jan 92,PC,,,,,
Dead or Alive 6,Team Ninja,01st Mar 19,All,,,,,
Dead to Rights: Retribution,Volatile Games,27th Apr 10,All,,,,,
Dr. Brain,Sierra On-Line,01st Jan 91,Series,,,,,
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Unknown,,Wii,0.35m,0.15m,0.05m,0.14m,0.01m
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Square Enix,15th Sep 11,Wii,0.47m,,,0.47m,
Drakengard,Cavia Inc.,02nd Mar 04,PS2,0.65m,0.19m,0.15m,0.26m,0.05m
Egypt 1156 B.C.: Tomb of the Pharaoh,Cryo Interactive Entertainment,01st Jan 97,All,,,,,
Heroes of Might and Magic V,Nival Interactive,24th May 06,PC,0.04m,,0.03m,,0.00m
Jikkyou Powerful Pro Yakyuu 2000,Diamond Head,29th Apr 00,N64,0.35m,,,0.29m,0.06m
Myth II: Soulblighter,Bungie,28th Dec 98,All,,,,,
Myth: The Fallen Lords,Bungie,07th Nov 97,All,,,,,
One Piece: Gigant Battle 2 Shin Sekai,Ganbarion,17th Nov 11,DS,0.35m,,,0.35m,
Sid Meier's Colonization,MicroProse,01st Jan 94,PC,,,,,
Star Trek: Starfleet Academy,Interplay Productions,12th Sep 97,All,,,,,
The Operative: No One Lives Forever,Monolith Productions,09th Nov 00,All,,,,,
Top Gun,Atomic Planet Entertainment,05th Oct 07,PS2,,,,,
Traitors Gate,Daydream Software,15th May 00,All,,,,,
Wasteland 2,InXile Entertainment,19th Sep 14,All,,,,,
Wayne Gretzky Hockey,Bethesda Softworks,01st Jan 88,All,,,,,
Def Jam Rapstar,4mm Games / Terminal Reality,05th Oct 10,PS3,0.35m,0.27m,0.04m,,0.04m
Resident Evil: Dead Aim,Cavia Inc.,18th Jun 03,PS2,0.35m,0.17m,0.13m,,0.04m
Sega Genesis Classics,Sega,29th May 18,PS4,0.35m,0.08m,0.21m,,0.05m
Need for Speed Carbon,EA Black Box,31st Oct 06,GC,0.35m,0.27m,0.07m,,0.01m
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Helixe,24th Sep 03,GBA,0.35m,0.25m,0.09m,,0.01m
The Fairly Odd Parents: Shadow Showdown,Blitz Games,08th Sep 04,PS2,0.35m,0.17m,0.13m,,0.04m
Saban's Power Rangers: Lightspeed Rescue,Climax Group,26th Sep 00,PS,0.35m,0.19m,0.13m,,0.02m
Xbox Music Mixer,WildTangent,27th Oct 03,XB,0.35m,0.26m,0.08m,,0.01m
Terminator Salvation,Halcyon,19th May 09,X360,0.35m,0.13m,0.18m,0.00m,0.04m
Dark Souls: Remastered,From Software,25th May 18,PC,,,,,
Tropico 4,Haemimont Games,18th Oct 11,X360,0.35m,0.20m,0.12m,,0.03m
Chicken Shoot,Destination Software,05th Jul 07,Wii,0.35m,0.32m,0.00m,,0.02m
College Hoops 2K8,Visual Concepts,19th Nov 07,PS2,0.35m,0.17m,0.13m,,0.04m
Might & Magic Heroes VI,Black Hole Games,13th Oct 11,PC,0.35m,0.15m,0.14m,,0.05m
Guitar Hero: Metallica,BudCat Creations,14th Apr 09,PS2,0.35m,0.17m,0.13m,,0.04m
Guilty Gear X2,Arc System Works,03rd Feb 03,PS2,0.35m,0.09m,0.07m,0.16m,0.02m
MotoGP 08,MileStone Inc.,28th Oct 08,X360,0.35m,0.11m,0.20m,,0.04m
King Arthur's Gold,Transhuman Design,05th Nov 13,PC,,,,,
The Sims 4: Get Together,Maxis,08th Dec 15,PC,0.35m,0.05m,0.27m,,0.02m
Gravity Rush 2,SIE Japan Studio,20th Jan 17,PS4,0.35m,0.13m,0.05m,0.13m,0.04m
Nioh: Complete Edition,Team Ninja,07th Nov 17,PC,,,,,
Tom Clancy's Rainbow Six: Lockdown,Red Storm Entertainment,06th Sep 05,PS2,0.35m,0.17m,0.13m,,0.04m
From TV Animation One Piece: Tobidase Kaizokudan!,Bandai,02nd Aug 01,PS,0.35m,,,0.32m,0.02m
World of Final Fantasy,Square Enix,25th Oct 16,PSV,0.35m,0.09m,0.11m,0.09m,0.06m
Hello Kitty Daily,Dorart,14th Nov 08,DS,0.35m,0.32m,,,0.03m
The Tale of Despereaux,Sensory Sweep Studios,02nd Dec 08,PS2,0.35m,0.17m,0.13m,,0.04m
Aggressive Inline,"Z-Axis, Ltd.",28th May 02,PS2,0.35m,0.17m,0.13m,,0.04m
Karaoke Revolution,Harmonix Music Systems,24th Oct 03,PS2,0.35m,0.17m,0.13m,,0.04m
NFL Street,EA Tiburon,13th Jan 04,GC,0.35m,0.27m,0.07m,,0.01m
Metal Arms: Glitch in the System,Mass Media,18th Nov 03,PS2,0.35m,0.17m,0.13m,,0.04m
Enemy Territory: Quake Wars,Z-Axis,27th May 08,PS3,0.35m,0.23m,0.07m,,0.04m
Jikkyou Powerful Pro Yakyuu 7,Diamond Head,06th Jul 00,PS2,0.35m,,,0.35m,
Minecraft: Story Mode,Telltale Games,27th Oct 15,PC,0.15m,0.04m,0.09m,,0.01m
Tiger Woods PGA Tour 12: The Masters,EA Tiburon,29th Mar 11,Wii,0.35m,0.20m,0.12m,,0.03m
Rally Cross 2,Idol Minds,31st Oct 98,PS,0.35m,0.19m,0.13m,,0.02m
EverGrace,From Software,24th Oct 00,PS2,0.35m,0.10m,0.08m,0.15m,0.03m
SpongeBob's Boating Bash,Impulse Games,02nd Mar 10,Wii,0.35m,0.24m,0.07m,,0.03m
